sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-5.2429;5.2612;4.9278;2.2208;9.47;1.2481;-7.3323;-3.8924;3.7544;-0.0149;0.9539;-4.5792;3.3736;-49.54;13.11;5.08;25.08;-67.54;-72.98;0.0;54.187;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;39508;2018-08-07 23:01:49:469
0.3787;10.0639;0.5943;-1.2138;9.6828;0.9693;1.3478;0.7789;-0.3152;-0.017;0.1113;0.0919;0.0;-33.76;-36.08;-7.89;134.52;-80.89;51.39;0.0;45.719;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;40007;2018-08-07 23:01:49:968
-3.2318;-1.1314;-1.7831;4.9201;8.4821;-0.1303;-11.2645;-9.7529;-0.4263;-3.8168;-1.7061;-2.7491;5.0604;-43.61;-10.29;8.04;6.42;-57.93;-96.21;5.0;46.547;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;40508;2018-08-07 23:01:50:469
-1.0985;8.8477;2.9861;-1.4712;9.5443;1.7067;0.9455;-0.1464;1.346;0.8927;0.1645;-0.6122;3.3736;13.3;-34.44;14.52;241.63;-76.72;40.76;5.0;55.159;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;41007;2018-08-07 23:01:50:968
-0.7442;9.4319;2.5193;-1.6282;9.5742;1.3614;0.8674;0.2136;1.0212;0.0278;0.0207;-0.1339;0.0;14.38;-33.08;14.52;257.64;-77.65;49.85;0.0;53.935;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;41508;2018-08-07 23:01:51:469
-4.2804;7.6482;0.9199;-0.5934;9.5419;2.1843;-3.5921;-1.4828;-0.7499;0.5753;-1.8648;-0.6047;3.3736;21.76;-32.03;-1.47;267.72;-76.66;15.2;0.0;51.548;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;42007;2018-08-07 23:01:51:968
0.8863;-23.6273;60.0304;-2.8613;9.1754;1.9482;-4.9532;10.4665;7.1241;0.4965;-0.4064;0.2251;0.0;29.34;-29.94;-5.1;319.34;-68.19;56.7;0.0;47.451;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;42507;2018-08-07 23:01:52:468
-1.9317;11.2251;3.453;-1.141;9.4935;2.1777;-1.0657;1.5933;1.1514;-0.5283;-0.203;1.0624;3.3736;23.61;-35.15;-6.83;293.98;-75.48;27.65;0.0;46.311;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;43007;2018-08-07 23:01:52:968
14.8133;13.7654;0.386;-1.115;9.7043;0.8677;18.7582;5.0295;-0.2445;0.7053;0.7494;-0.4843;18.5547;40.02;-25.17;-6.84;309.76;-81.85;32.47;0.0;53.37;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;43507;2018-08-07 23:01:53:468
-9.9858;14.2993;0.7619;3.7076;8.9654;1.4305;-14.3828;5.6673;-1.3205;-2.0026;-1.8051;0.8643;5.0604;36.37;-35.04;-7.24;203.1;-67.1;-71.07;0.0;59.085;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;44007;2018-08-07 23:01:53:968
-5.2525;17.4788;5.6269;-0.2792;9.567;2.1365;-3.8824;6.2686;1.4943;-0.3025;0.1752;0.2933;13.4944;12.45;25.86;2.4;286.04;-77.69;7.06;0.0;52.624;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;44507;2018-08-07 23:01:54:468
31.1346;4.6291;5.3492;-2.0538;9.5866;-0.2219;32.5672;-6.5302;2.5241;0.3058;0.1273;3.0257;25.3019;21.46;-25.6;-5.38;22.78;-75.04;91.74;0.0;50.917;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;45008;2018-08-07 23:01:54:969
1.911;5.8813;14.0162;2.6689;9.3428;1.3267;-0.6941;-2.583;11.9746;0.3377;2.3909;-3.7132;20.2415;20.44;-23.79;-2.29;199.65;-68.01;-71.94;5.0;68.477;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;45507;2018-08-07 23:01:55:468
7.0537;11.7063;-7.9506;3.8384;8.79;2.0427;-0.7486;0.7592;-9.6682;-0.9321;-1.4738;3.684;0.0;7.57;-27.8;1.48;191.22;-66.4;-56.83;0.0;70.808;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;46008;2018-08-07 23:01:55:969
-1.7234;8.807;3.9941;0.2594;9.5516;2.2069;-2.2467;-0.2535;1.5287;-0.392;-0.2158;0.0195;0.0;16.32;-5.13;-14.33;302.25;-77.93;-3.9;0.0;54.289;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;46507;2018-08-07 23:01:56:468
15.5986;16.8012;17.8924;-2.3777;9.5108;-0.2501;16.9791;8.2312;18.2669;2.5439;7.0227;0.4829;10.1208;31.21;-10.06;-2.89;358.52;-75.41;83.16;0.0;62.383;12.931748;77.68445;;882.2957764;;20.4;;0 / 0;47008;2018-08-07 23:01:56:969
0.1991;8.9195;8.3563;1.1276;9.5404;1.9695;-0.8676;-0.8452;5.95;1.3476;4.5343;0.3146;13.4944;7.73;-26.14;33.13;171.67;-76.82;-29.55;5.0;66.775;12.931564;77.68334;;882.2957764;;20.0;;0 / 0;47507;2018-08-07 23:01:57:468
-3.1863;9.4151;1.7747;-0.4223;9.6746;1.5476;-2.3382;0.1797;1.0754;-0.3557;0.8218;1.8294;0.0;-34.02;-17.57;25.32;149.98;-80.3;21.95;5.0;64.971;12.931564;77.68334;;882.2957764;;20.0;;0 / 0;48007;2018-08-07 23:01:57:968
19.8938;10.1142;6.9222;-2.8407;9.375;0.4589;22.451;1.0929;6.7778;0.3697;0.9369;-0.3672;0.0;-24.07;-19.68;3.83;173.8;-72.91;75.86;5.0;50.025;12.931564;77.68334;;NaN;;20.0;;0 / 0;48507;2018-08-07 23:01:58:468
-4.7233;9.8413;2.5743;3.4504;9.0765;1.3718;-9.7171;2.0217;4.0454;1.1505;-0.5577;4.5916;0.0;-29.85;-2.38;5.74;35.92;-67.75;-68.32;5.0;66.212;12.931564;77.68334;;NaN;;20.0;;0 / 0;49007;2018-08-07 23:01:58:968
1.6021;11.9649;2.5743;-0.6165;9.6789;1.4525;2.6068;2.4556;0.4782;-0.0159;0.1645;0.6012;0.0;-26.1;-16.02;-3.8;117.86;-80.41;29.6;5.0;58.91;12.931564;77.68334;;NaN;;20.0;;0 / 0;49508;2018-08-07 23:01:59:469
-2.5231;8.9003;5.6892;0.0062;9.726;1.2552;-6.9019;-2.8772;3.9466;-0.1363;2.6306;-4.1212;0.0;-21.51;-12.92;0.65;65.15;-81.74;-32.13;5.0;55.218;12.931564;77.68334;;NaN;;20.0;;0 / 0;50008;2018-08-07 23:01:59:969
-3.3084;14.7254;6.745;2.0797;9.3524;2.0922;-4.7253;3.7835;0.9609;-0.115;-1.0776;2.4142;0.0;-13.96;-14.59;-21.48;2.86;-75.09;-34.09;0.0;67.673;12.931564;77.68334;;NaN;;20.0;;0 / 0;50507;2018-08-07 23:02:00:468
14.2028;12.585;15.1415;-1.2652;9.5855;1.6393;14.0397;3.1022;13.839;0.0778;0.8527;3.0054;0.0;-27.59;-19.99;0.91;145.92;-75.75;48.99;0.0;57.291;12.931564;77.68334;;NaN;;20.0;;0 / 0;51008;2018-08-07 23:02:00:969
-3.3826;4.574;-3.3082;5.6092;7.9226;1.3926;-4.0783;-2.0199;-1.4247;-0.0138;-2.2259;-3.205;0.0;-35.12;-6.19;6.48;42.07;-52.8;-68.62;0.0;47.988;12.931564;77.68334;;NaN;;20.0;;0 / 0;51507;2018-08-07 23:02:01:468
3.9532;11.1988;1.6741;-1.0601;9.7093;0.8808;4.5406;1.7978;1.079;-0.1544;-0.024;0.3998;0.0;-15.12;9.59;7.73;170.81;-81.53;53.63;0.0;53.035;12.931564;77.68334;;NaN;;20.0;;0 / 0;52008;2018-08-07 23:02:01:969
14.3297;15.7238;-9.2626;5.3003;8.2418;0.3867;8.1739;7.7436;-10.0498;-0.1139;-1.2384;4.3818;3.3736;-12.58;19.82;7.04;33.97;-66.54;-76.43;0.0;43.929;12.931564;77.68334;;NaN;;20.0;;0 / 0;52507;2018-08-07 23:02:02:468
39.4353;20.778;-3.0832;-1.6504;9.6302;0.8405;37.7231;7.6791;12.2718;-0.604;-1.8137;2.7519;3.3736;-40.37;-37.8;-10.87;155.51;-73.65;75.58;0.0;52.73;12.931564;77.68334;;NaN;;20.0;;0 / 0;53008;2018-08-07 23:02:02:969
-4.5534;12.9465;4.9063;0.8191;9.5663;1.9964;-5.5585;3.8545;3.0775;-0.0532;-0.6568;2.3887;3.3736;-47.92;-26.11;-13.88;69.93;-78.23;-8.89;5.0;40.257;12.931564;77.68334;;NaN;;20.0;;0 / 0;53507;2018-08-07 23:02:03:468
1.8344;11.3161;-3.9307;-2.4004;9.3124;1.9202;5.4062;2.7563;-4.2379;1.9356;-4.9487;-1.8522;0.0;4.56;-45.8;10.27;212.29;-71.86;48.36;0.0;56.145;12.931564;77.68334;;NaN;;20.0;;0 / 0;54007;2018-08-07 23:02:03:968
-0.9956;9.4247;1.9183;-1.6236;9.634;0.8484;0.46;0.1184;1.2912;0.0054;-0.1636;-7.0E-4;0.0;11.35;-44.41;13.08;254.43;-79.2;63.01;0.0;64.339;12.931564;77.68334;;NaN;;20.0;;0 / 0;54507;2018-08-07 23:02:04:468
-2.48;10.9737;-3.2651;-1.733;9.3868;2.2484;0.2458;0.5265;-2.0103;-1.7587;-2.0129;-0.2319;0.0;12.16;-44.63;10.91;232.42;-74.4;40.96;0.0;48.126;12.931564;77.68334;;NaN;;20.0;;0 / 0;55007;2018-08-07 23:02:04:968
4.0059;9.2906;3.4339;-4.503;8.7117;-0.0162;8.4264;0.9439;3.4128;0.5369;0.2625;-0.5376;3.3736;42.51;-23.91;9.95;339.57;-63.61;87.18;0.0;55.129;12.931564;77.68334;;NaN;;20.0;;0 / 0;55507;2018-08-07 23:02:05:468
-2.0347;9.1039;0.5105;-1.8878;9.585;0.8571;0.0838;-0.0408;-0.6879;-0.2982;-0.0102;0.1665;3.3736;40.46;-30.44;5.1;323.7;-77.77;66.85;0.0;53.422;12.931564;77.68334;;NaN;;20.0;;0 / 0;56007;2018-08-07 23:02:05:968
-2.1113;6.4511;-0.9739;2.5315;9.3725;1.3848;-4.9702;-2.6061;-2.2705;-0.4292;-0.3777;-2.8556;5.0604;36.89;-37.53;-0.47;197.34;-69.44;-67.75;0.0;51.346;12.931564;77.68334;;NaN;;20.0;;0 / 0;56507;2018-08-07 23:02:06:468
-6.3107;7.5811;-0.677;-1.8322;9.607;0.7203;-5.4772;-1.989;-1.2968;-0.2311;0.0079;0.8717;3.3736;10.66;21.42;4.89;326.77;-77.86;70.17;0.0;61.833;12.931564;77.68334;;NaN;;20.0;;0 / 0;57007;2018-08-07 23:02:06:968
-7.4264;13.581;6.86;1.8552;9.5259;1.4093;-9.1295;4.2765;5.1674;0.5103;0.4617;3.5594;26.9887;16.08;9.95;2.27;224.44;-79.49;-37.3;5.0;41.083;12.931564;77.68334;;NaN;;20.0;;0 / 0;57508;2018-08-07 23:02:07:469
10.8414;11.3664;6.1561;-4.5012;8.7114;0.1453;15.8501;3.2569;6.054;-0.2492;-0.4;1.3436;0.0;30.62;-26.32;-16.36;44.85;-61.83;88.69;0.0;45.938;12.931564;77.68334;;NaN;;20.0;;0 / 0;58007;2018-08-07 23:02:07:968
-2.5805;9.8006;0.8098;-0.9032;9.6886;1.2191;-1.1904;0.6799;0.2;-0.0724;0.0783;0.3561;0.0;25.7;-32.05;-17.81;341.38;-80.94;39.92;0.0;58.799;12.931564;77.68334;;NaN;;20.0;;0 / 0;58508;2018-08-07 23:02:08:469
-0.8735;7.2435;8.409;1.4214;9.6088;1.3496;-3.1694;-2.075;7.5196;0.0906;1.5089;-2.3432;5.0604;25.61;-28.01;-4.4;217.37;-77.02;-53.67;5.0;48.98;12.931564;77.68334;;NaN;;20.0;;0 / 0;59007;2018-08-07 23:02:08:968
-5.3913;8.0719;0.738;-1.6084;9.566;1.4408;-2.5634;-0.6897;4.0E-4;0.0405;0.1177;-0.1914;0.0;17.19;-14.3;3.62;294.44;-76.7;50.3;0.0;48.022;12.931564;77.68334;;NaN;;20.0;;0 / 0;59508;2018-08-07 23:02:09:469
6.2541;14.1149;-12.727;3.9582;8.7713;1.889;-7.322;3.5969;-8.4012;-0.2332;-3.2305;4.9975;3.3736;7.69;-22.96;-1.64;202.44;-66.56;-57.91;0.0;51.173;12.931564;77.68334;;NaN;;20.0;;0 / 0;60007;2018-08-07 23:02:09:968
0.4912;11.2754;4.8919;-4.7238;8.5916;0.2024;5.1216;3.1229;4.7751;0.0586;-1.3865;1.4459;0.0;20.9;2.23;-7.62;21.48;-58.4;92.13;0.0;54.187;12.931564;77.68334;;NaN;;20.0;;0 / 0;60507;2018-08-07 23:02:10:468
-0.5455;10.0256;2.4259;-0.5317;9.6509;1.6578;-0.0412;0.7354;0.4884;-0.278;0.1443;0.5735;6.7472;17.08;-7.04;-13.55;328.22;-79.87;20.84;0.0;59.499;12.931564;77.68334;;NaN;;20.0;;0 / 0;61007;2018-08-07 23:02:10:968
0.0555;6.9682;7.1951;0.7397;9.3095;2.9929;-0.9004;-2.1543;4.7274;0.3441;3.3252;0.5298;3.3736;15.37;-24.32;15.98;203.56;-71.19;-16.58;0.0;41.495;12.931564;77.68334;;NaN;;20.0;;0 / 0;61507;2018-08-07 23:02:11:468
6.4863;11.9242;-0.1455;-2.0774;9.342;2.1405;8.8077;2.8444;-1.1349;1.501;-0.2349;0.3103;0.0;-16.87;-25.45;17.31;179.22;-70.62;44.0;0.0;39.596;12.931564;77.68334;;NaN;;20.0;;0 / 0;62007;2018-08-07 23:02:11:968
-1.0219;9.6808;1.983;-1.5897;9.5688;1.4426;0.7485;0.4;0.4131;-0.034;0.1635;0.4712;0.0;-19.02;-21.85;20.68;187.8;-76.65;51.19;0.0;57.702;12.931564;77.68334;;NaN;;20.0;;0 / 0;62507;2018-08-07 23:02:12:468
-4.3259;6.2571;2.3397;2.2264;9.4365;1.4719;-5.9712;-3.3808;0.4197;-0.1129;1.3598;-3.2871;0.0;-25.88;-6.3;14.33;59.98;-71.74;-62.91;0.0;42.736;12.931564;77.68334;;NaN;;20.0;;0 / 0;63007;2018-08-07 23:02:12:968
-3.9668;8.2874;1.825;-2.3136;9.5104;0.6083;-0.7178;-0.5724;1.3254;-0.3121;-0.2232;1.0219;0.0;-19.46;-19.3;1.98;175.05;-75.94;80.68;0.0;52.128;12.931564;77.68334;;NaN;;20.0;;0 / 0;63507;2018-08-07 23:02:13:468
-5.2716;12.2331;5.998;0.6308;9.6985;1.3081;-6.0435;2.5579;5.3375;0.7479;0.5896;2.9735;0.0;-22.65;-16.17;-0.77;81.64;-81.86;-11.6;5.0;47.986;12.931564;77.68334;;NaN;;20.0;;0 / 0;64007;2018-08-07 23:02:13:968
7.3315;10.1286;1.1043;-4.8094;8.4845;1.026;11.1714;1.9573;0.1113;-0.0351;-0.0496;0.3359;0.0;-25.54;-29.79;-32.68;127.08;-60.52;76.42;0.0;50.14;12.931564;77.68334;;NaN;;20.0;;0 / 0;64507;2018-08-07 23:02:14:468
-1.0243;9.4055;1.9303;-1.3114;9.5439;1.8341;0.2342;0.0823;0.1111;-0.278;-0.0656;0.1761;0.0;-37.43;-22.5;-24.73;101.21;-76.81;36.76;0.0;55.458;12.931564;77.68334;;NaN;;20.0;;0 / 0;65008;2018-08-07 23:02:14:969
3.6348;7.3752;-1.831;3.8399;8.7577;2.1743;1.4218;-0.6985;-4.2831;-1.1536;-0.8815;-4.1403;0.0;-31.34;3.22;8.39;42.94;-60.57;-66.51;0.0;50.592;12.931564;77.68334;;NaN;;20.0;;0 / 0;65507;2018-08-07 23:02:15:468
5.4257;11.3855;2.5983;-1.6463;9.5755;1.3306;1.4234;-0.0081;1.88;-0.132;-0.4682;1.643;0.0;3.94;-8.0;16.71;241.22;-76.92;55.57;0.0;46.894;12.931564;77.68334;;NaN;;20.0;;0 / 0;66008;2018-08-07 23:02:15:969
-12.8349;11.3424;1.4898;3.1842;9.1214;1.6827;-13.1777;3.9989;1.169;0.8118;-0.2072;4.1357;3.3736;-3.43;-1.3;20.23;109.05;-68.45;-62.15;0.0;39.983;12.931564;77.68334;;NaN;;20.0;;0 / 0;66507;2018-08-07 23:02:16:468
7.0106;12.9298;9.2973;-4.1712;8.757;1.4445;10.5264;4.4787;5.8875;0.2046;-2.603;1.8188;0.0;-45.75;-19.94;24.61;190.6;-60.26;75.93;0.0;54.181;12.931564;77.68334;;NaN;;20.0;;0 / 0;67008;2018-08-07 23:02:16:969
-1.2757;10.052;3.3907;-0.695;9.6127;1.8122;-0.4733;0.6779;1.7439;0.0544;0.0175;0.6693;0.0;-49.29;-10.76;29.25;142.4;-78.59;20.98;0.0;59.076;12.931564;77.68334;;NaN;;20.0;;0 / 0;67507;2018-08-07 23:02:17:468
-3.3084;11.8811;-1.9962;-0.6936;9.6002;1.8778;-2.6963;2.8741;-3.8881;-0.197;-0.759;-4.1297;3.3736;15.43;-67.58;31.52;181.02;-79.08;-14.79;0.0;49.764;12.931564;77.68334;;NaN;;20.0;;0 / 0;68007;2018-08-07 23:02:17:968
-0.5838;9.5492;2.7228;-1.3766;9.6467;1.1032;0.7407;0.2256;1.7169;-0.0511;0.0229;0.1165;0.0;36.76;-46.37;33.31;269.8;-79.64;51.29;0.0;63.378;12.931564;77.68334;;NaN;;20.0;;0 / 0;68507;2018-08-07 23:02:18:468
-2.073;8.9434;-0.6315;1.0715;9.4697;2.3123;-2.3579;-0.4224;-2.5479;-0.0436;4.0645;2.3855;3.3736;15.17;-51.52;33.78;188.37;-76.3;-17.14;5.0;39.881;12.931564;77.68334;;NaN;;20.0;;0 / 0;69007;2018-08-07 23:02:18:968
-2.7362;9.0727;0.7116;-1.4663;9.3258;2.6552;-0.9725;0.5071;-1.6397;-0.5954;4.4171;-0.234;0.0;-43.84;-43.84;-2.69;128.1;-71.98;28.91;5.0;41.271;12.931564;77.68334;;NaN;;20.0;;0 / 0;69508;2018-08-07 23:02:19:469
-0.9381;9.4295;3.4291;-1.5251;9.5676;1.5182;0.1584;0.0023;-0.687;-0.0415;0.465;-0.0242;3.3736;-40.05;-37.34;-29.6;105.7;-77.4;44.75;5.0;58.941;12.931564;77.68334;;NaN;;20.0;;0 / 0;70007;2018-08-07 23:02:19:968
-4.6204;11.5579;0.7236;3.0574;9.2502;1.1208;-7.2497;2.7556;1.4417;1.0568;-1.5974;3.7288;5.0604;-50.76;-18.09;-31.68;345.86;-70.61;-69.87;5.0;51.186;12.931564;77.68334;;NaN;;20.0;;0 / 0;70508;2018-08-07 23:02:20:469
7.1591;10.4494;-0.5309;-4.5739;8.6051;1.0966;13.9232;2.7602;-1.0801;0.5242;-2.8842;1.6376;0.0;-3.4;-47.92;-31.11;122.69;-59.98;77.73;0.0;52.217;12.931564;77.68334;;NaN;;20.0;;0 / 0;71007;2018-08-07 23:02:20:968
-2.9492;9.6904;1.9494;-0.7135;9.5041;2.3096;-2.1523;0.3929;-0.4176;0.1034;0.5672;0.8036;3.3736;-26.5;-39.14;-28.3;74.99;-75.73;17.17;0.0;64.249;12.931564;77.68334;;NaN;;20.0;;0 / 0;71508;2018-08-07 23:02:21:469
3.4289;13.8875;-1.8047;-0.1756;9.1424;3.5434;3.0667;4.7543;-5.2517;0.0139;-4.2148;-4.6336;5.0604;-19.54;-37.51;4.32;120.97;-68.75;-3.87;0.0;54.853;12.931564;77.68334;;NaN;;20.0;;0 / 0;72007;2018-08-07 23:02:21:968
-1.2206;9.3193;0.7906;-1.6761;9.5793;1.2643;0.2885;-0.0365;-0.321;0.211;-0.0293;-0.0891;0.0;10.69;-33.49;17.64;246.62;-77.64;52.97;0.0;61.244;12.931564;77.68334;;NaN;;20.0;;0 / 0;72507;2018-08-07 23:02:22:468
-4.8981;13.1285;2.9454;-1.2352;9.4051;2.4879;-3.4101;3.5193;0.971;-1.0759;-1.0349;0.9197;0.0;9.93;-36.65;11.58;225.38;-74.17;30.53;0.0;40.376;12.931564;77.68334;;NaN;;20.0;;0 / 0;73007;2018-08-07 23:02:22:968
10.2452;14.1125;1.2168;-4.6971;8.5921;0.5335;14.4925;5.841;0.8937;0.8224;0.6205;-1.2418;3.3736;38.06;-29.36;6.84;325.66;-61.99;81.24;0.0;49.75;12.931564;77.68334;;NaN;;20.0;;0 / 0;73507;2018-08-07 23:02:23:468
-2.3124;9.384;0.4842;-1.7565;9.5757;1.1791;-0.5316;0.1439;-1.2783;-0.3941;-0.3074;0.2166;0.0;37.34;-40.51;2.84;311.39;-77.59;58.6;0.0;58.627;12.931564;77.68334;;NaN;;20.0;;0 / 0;74008;2018-08-07 23:02:23:969
2.8735;5.8022;-0.4879;3.1603;9.1506;1.5653;-2.0014;-3.4629;-1.5126;-0.196;-0.1476;-3.5289;3.3736;25.44;-49.39;-5.92;201.77;-66.34;-66.74;0.0;53.637;12.931564;77.68334;;NaN;;20.0;;0 / 0;74507;2018-08-07 23:02:24:468
3.4122;10.9809;1.6789;-1.874;9.588;0.8538;4.5253;1.3931;0.6694;-0.033;-0.1135;1.0209;0.0;18.29;13.97;8.6;318.41;-76.79;67.77;0.0;43.761;12.931564;77.68334;;NaN;;20.0;;0 / 0;75008;2018-08-07 23:02:24:969
-8.5684;14.4142;7.1808;2.076;9.4877;1.3579;-9.6956;5.4407;5.7204;0.7596;-0.4214;4.0633;26.9887;19.4;-0.44;1.71;207.96;-75.35;-56.81;5.0;57.992;12.931564;77.68334;;NaN;;20.0;;0 / 0;75507;2018-08-07 23:02:25:468
12.8286;11.8979;7.1066;-4.5146;8.6921;-0.4854;15.599;3.7901;7.5216;-0.4324;-0.857;1.3575;0.0;30.48;-24.72;-13.58;53.21;-59.35;97.48;0.0;52.348;12.931564;77.68334;;NaN;;20.0;;0 / 0;76007;2018-08-07 23:02:25:968
-1.5199;11.5627;3.3165;-0.6206;9.6977;1.3193;-1.2716;0.9487;1.287;-0.1182;0.14;1.0123;0.0;22.74;-30.48;-17.59;328.35;-81.45;25.19;0.0;47.557;12.931564;77.68334;;NaN;;20.0;;0 / 0;76507;2018-08-07 23:02:26:468
-2.298;18.1587;5.8496;-3.9494;8.8106;1.7164;1.4364;9.6402;4.571;-0.9129;1.5995;-3.3648;0.0;26.27;-14.57;10.52;300.29;-70.84;61.12;5.0;54.002;12.931564;77.68334;;NaN;;20.0;;0 / 0;77007;2018-08-07 23:02:26:968
-0.7801;9.4606;1.904;-1.1982;9.579;1.7256;0.0888;0.0618;0.101;-0.1288;0.0687;0.1037;0.0;17.82;-14.35;1.3;292.07;-77.63;34.77;0.0;64.276;12.931564;77.68334;;NaN;;20.0;;0 / 0;77507;2018-08-07 23:02:27:468
-8.4846;5.0744;-0.9906;4.8427;8.4263;1.3103;-12.3587;-2.81;-2.3943;-0.8458;-0.0645;-0.5951;15.1812;6.34;-23.25;-7.75;209.76;-56.82;-77.87;0.0;43.127;12.931564;77.68334;;NaN;;20.0;;0 / 0;78007;2018-08-07 23:02:27:968
-9.6937;5.7591;1.8728;-1.712;9.6356;0.6281;-7.8373;-0.8221;-0.1123;-0.7872;-0.8858;0.664;0.0;23.04;-7.27;-2.08;343.64;-79.28;69.85;0.0;56.823;12.931564;77.68334;;NaN;;20.0;;0 / 0;78508;2018-08-07 23:02:28:469
2.0906;11.7039;8.8184;-1.6736;9.4537;1.9993;6.271;3.9515;6.9761;-0.4697;8.5727;1.0369;16.868;18.8;-11.79;13.98;274.44;-74.98;35.19;0.0;56.311;12.931564;77.68334;;NaN;;20.0;;0 / 0;79007;2018-08-07 23:02:28:968
-3.2796;9.1493;2.5001;-1.6697;9.3933;2.269;-1.1305;-0.0972;0.1598;-0.0766;2.7254;-0.8018;0.0;-15.72;-24.05;22.9;181.27;-73.31;36.35;0.0;52.87;12.931564;77.68334;;NaN;;20.0;;0 / 0;79508;2018-08-07 23:02:29:469
-1.7689;8.9171;-0.1862;-2.006;9.5649;0.8121;0.2008;-0.3761;-0.9993;0.0224;0.2125;-0.0156;0.0;-25.35;-22.05;12.57;180.48;-77.22;66.79;0.0;61.134;12.931564;77.68334;;NaN;;20.0;;0 / 0;80007;2018-08-07 23:02:29:968
9.3977;12.5898;-10.7494;3.8868;9.0025;-0.1365;0.4741;2.8051;-10.5352;0.7393;-2.3516;4.6151;0.0;-32.75;-2.95;13.52;23.48;-66.64;-92.01;5.0;54.327;12.931564;77.68334;;NaN;;20.0;;0 / 0;80508;2018-08-07 23:02:30:469
-34.1098;8.783;-23.7715;-3.6448;9.1039;0.0751;-19.8568;-26.4807;-0.4661;-3.3672;-3.4637;-1.3461;0.0;-17.28;-13.02;16.28;218.05;-71.05;93.34;0.0;54.504;12.931564;77.68334;;NaN;;20.0;;0 / 0;81007;2018-08-07 23:02:30:968
-14.4366;11.8404;5.4641;1.9857;9.5749;0.7401;-16.2189;2.899;4.2855;1.5457;1.2405;5.2649;0.0;-20.98;-11.9;14.26;72.34;-80.41;-55.97;0.0;61.35;12.931564;77.68334;;NaN;;20.0;;0 / 0;81508;2018-08-07 23:02:31:469
-16.9481;2.2445;1.5113;-3.0462;9.2406;1.2255;-36.2866;-12.7874;-1.0026;-1.2463;0.9592;4.7759;0.0;-38.39;-31.92;-10.27;150.84;-70.76;70.57;0.0;56.051;12.931564;77.68334;;NaN;;20.0;;0 / 0;82007;2018-08-07 23:02:31:968
-4.2421;12.8795;3.2734;0.0435;9.5244;2.3352;-4.9369;3.6864;0.5197;-0.1406;-0.5471;1.9253;3.3736;-43.55;-21.1;-7.4;93.04;-76.29;5.58;0.0;48.041;12.931564;77.68334;;NaN;;20.0;;0 / 0;82508;2018-08-07 23:02:32:469
15.3927;8.4239;4.9087;-7.951;4.6307;-3.3925;33.2413;7.0676;9.1623;0.9971;-5.0063;-0.0551;0.0;-17.72;-21.52;11.44;214.67;-24.38;117.2;0.0;59.578;12.931564;77.68334;;NaN;;20.0;;0 / 0;83007;2018-08-07 23:02:32:968
-3.8662;12.4892;-1.4503;-1.459;9.5517;1.6754;-3.0468;3.4134;-3.2599;-0.082;-1.5346;1.6046;3.3736;-9.96;2.01;17.1;196.92;-76.02;46.51;0.0;49.199;12.931564;77.68334;;NaN;;20.0;;0 / 0;83508;2018-08-07 23:02:33:469
0.4745;9.8101;1.9087;0.0213;9.712;1.3593;0.4291;0.4627;0.1304;-0.3163;-0.0229;0.24;3.3736;-1.24;4.39;18.18;174.84;-82.54;2.13;0.0;48.359;12.931564;77.68334;;NaN;;20.0;;0 / 0;84007;2018-08-07 23:02:33:968
1.3699;10.2052;0.4579;1.1501;9.5469;1.9245;0.2565;1.2093;-1.3575;0.0139;0.5161;-3.8069;3.3736;-24.12;21.93;17.47;73.19;-74.84;-41.53;0.0;38.908;12.931564;77.68334;;NaN;;20.0;;0 / 0;84507;2018-08-07 23:02:34:468
